geohash_5,SPEED
tdg4p,9.5
tdg5j,16.5
tdg5n,16.2
tdg5u,15.8
tdg5x,9.9
tdg60,16.1
tdg65,10.1
tdg6d,10.3
tdg80,10.100000000000001
tdgbj,12.3
tdgbt,14.05
tdgcj,14.3
tdgcm,12.1
tdgcu,14.3
tdgfk,12.3
tdgfq,11.0
tdgfu,11.3
tdgg7,13.399999999999999
tdgge,14.3
tdggp,12.0
tdghd,15.8
tdghh,16.5
tdghm,9.8
tdghn,9.7
tdghu,9.6
tdgj3,15.8
tdgj4,16.4
tdgj5,11.7
tdgj9,16.1
tdgjf,9.8
tdgn1,10.7
tdgn8,12.0
tdgnb,10.15
tdgu3,11.3
tdguf,13.3
tdguq,12.4
tdgur,10.5
tdguy,10.6
tdgv6,14.0
tdgvc,12.7
tdgvf,14.2
tdgvn,11.3
tdgvq,11.3
tdgvv,12.6
tdgvy,9.5
tdgwf,11.7
tdgwh,11.6
tdgy9,13.7
tdgyu,10.8
tdgz1,14.2
tdgz2,13.7
tdgzg,10.7
tdgzj,9.6
tdgzn,11.4
tdgzp,10.6
tdgzw,11.4
tdh1n,13.4
tdh26,12.9
tdh44,13.6
tdhbj,15.2
tdhbu,16.5
tdhbz,11.7
tdhc5,16.2
tdhcd,15.1
tdhcq,11.4
tdhcw,11.8
tdhev,15.9
tdhew,15.9
tdhf1,16.1
tdhf3,15.0
tdhfb,16.1
tdhfe,12.7
tdhfg,13.7
tdhfj,11.9
tdhfk,13.8
tdhfp,15.4
tdhfq,17.3
tdhfr,14.8
tdhfs,12.2
tdhfu,11.7
tdhfz,9.1
tdhg4,11.3
tdhgb,13.7
tdhgm,14.899999999999999
tdhgz,10.0
tdhqz,15.6
tdhrn,14.0
tdhrq,12.3
tdhrr,16.0
tdhrw,15.9
tdhsj,15.2
tdhst,13.4
tdhsz,11.9
tdht5,15.2
tdhtc,15.950000000000001
tdhtd,13.1
tdhth,13.9
tdhtj,12.3
tdhtu,11.9
tdhtw,11.6
tdhu1,12.2
tdhue,12.5
tdhuh,13.3
tdhut,9.1
tdhv6,17.2
tdhv7,9.3
tdhvd,14.4
tdhve,9.8
tdhw1,13.7
tdhw2,16.0
tdhw7,12.0
tdhw9,12.2
tdhwe,11.7
tdhwz,17.1
tdhxb,12.5
tdhxw,12.6
tdhxy,17.1
tdhy1,14.1
tdhy2,12.7
tdhy3,10.2
tdhy8,10.3
tdhyp,10.8
tdhyq,14.0
tdhz0,9.3
tdhzp,11.2
tdhzs,14.2
tdhzv,10.8
tdhzw,11.4
tdj02,11.4
tdj06,15.3
tdj08,11.7
tdj09,13.7
tdj0b,13.9
tdj0d,13.2
tdj0j,9.7
tdj0p,12.3
tdj0w,13.2
tdj0x,12.3
tdj0y,10.7
tdj0z,12.7
tdj15,9.8
tdj18,13.3
tdj1c,9.5
tdj1m,13.5
tdj1n,12.1
tdj1v,12.0
tdj1w,11.0
tdj1y,11.5
tdj21,11.2
tdj28,11.1
tdj2p,10.5
tdj2t,9.9
tdj2v,10.5
tdj3g,10.3
tdj3k,10.3
tdj4t,13.0
tdj4u,11.0
tdj4v,11.0
tdj5f,13.6
tdj5g,11.2
tdj5h,12.4
tdj65,10.0
tdj71,10.1
tdj78,10.6
tdj7b,10.3
tdjh5,11.2
tdjh7,12.6
tdjh9,10.9
tdjhb,13.7
tdjhd,10.8
tdjhh,13.1
tdjhr,10.5
tdjj4,12.6
tdjj5,12.9
tdjj8,10.9
tdjjm,10.45
tdjjn,10.3
tdjju,10.2
tdjn0,11.1
tdjn6,13.0
tdjn9,12.4
tdjne,10.1
tdjnf,10.6
tdjnh,10.6
tdjp8,12.5
tdjp9,10.6
tdjpc,10.5
tdk1x,14.4
tdk1y,12.3
tdk25,13.9
tdk27,12.3
tdk2b,12.8
tdk2j,15.9
tdk2k,15.4
tdk2w,12.7
tdk2y,11.5
tdk30,12.2
tdk3c,15.7
tdk3d,15.8
tdk3f,15.8
tdk3m,12.5
tdk3v,11.2
tdk4d,12.7
tdk4s,14.5
tdk54,12.2
tdk5b,12.1
tdk5q,15.7
tdk5v,16.0
tdk67,12.3
tdk68,16.0
tdk6b,15.6
tdk6f,11.4
tdk71,12.0
tdk73,11.2
tdk7m,10.3
tdk8j,9.9
tdk8m,11.65
tdk8u,11.600000000000001
tdk95,10.2
tdk97,13.0
tdk9c,10.5
tdk9g,12.3
tdkbe,10.9
tdkbv,11.5
tdkbx,10.6
tdkc6,12.6
tdkc9,14.0
tdkcp,10.5
tdkcq,10.5
tdkcv,10.6
tdkcw,9.6
tdkd6,13.1
tdkdc,13.15
tdke8,12.8
tdkep,13.9
tdkex,11.0
tdkf5,11.7
tdkfb,11.1
tdkfj,9.8
tdkg5,10.5
tdkg8,11.8
tdkgd,10.6
tdkgf,10.25
tdkhj,15.4
tdkhq,12.1
tdkhs,15.9
tdkj4,15.3
tdkjd,15.6
tdkjt,11.6
tdkk0,11.5
tdkke,10.0
tdkkh,10.1
tdkkp,14.0
tdkkr,11.9
tdkkw,12.1
tdkky,13.8
tdkmj,13.0
tdkn1,16.1
tdkn5,12.4
tdkn8,15.6
tdknc,12.7
tdknp,10.1
tdknr,10.0
tdknv,10.0
tdkpg,10.6
tdkpk,10.2
tdkq7,12.65
tdkqg,13.7
tdkqh,14.6
tdkr4,12.5
tdkrc,12.3
tdkst,10.7
tdksy,11.9
tdkte,14.2
tdkth,12.5
tdkty,10.6
tdku8,10.8
tdkub,10.4
tdkw6,10.8
tdkwg,11.6
tdkwh,11.8
tdkwm,10.6
tdkwn,10.1
tdkwq,10.3
tdkwu,10.5
tdkx3,11.0
tdkxe,10.3
tdkxg,10.399999999999999
tdkxh,10.2
tdm02,10.3
tdm0b,12.7
tdm10,6.3
tdm1e,0.1
tdm1k,4.3
tdm1q,0.0
tdm1t,8.1
tdm1w,
tds04,10.1
tds0c,10.2
tds0z,12.1
tds12,10.1
tds1p,13.75
tds1y,13.25
tds22,13.7
tds2r,12.649999999999999
tds3n,11.3
tds3p,11.7
tds3v,14.7
tds3z,10.8
tds4s,13.6
tds5e,13.9
tds5f,14.2
tds5h,12.2
tds6n,10.9
tds6s,11.45
tds6t,10.8
tds77,14.5
tds7d,11.2
tds7g,10.2
tds7h,12.0
tds7j,10.9
tds7k,10.149999999999999
tds81,11.8
tds86,10.7
tds89,10.55
tds90,10.7
tds98,10.4
tdsh6,13.5
tdsh9,11.8
tdsjb,14.1
tdsjr,11.1
tdsjz,14.0
tdsk3,11.2
tdsk5,10.4
tdsk9,13.399999999999999
tdskd,10.5
tdsm8,10.5
tdsmb,10.3
tdsnn,11.8
tdsnp,10.5
tdsnw,11.3
tdsny,10.65
tdsph,11.4
tdspk,11.4
tdspm,11.4
tdspn,10.55
tdspu,13.3
tdspv,10.4
tdsq0,10.7
tdu07,11.4
tdu0c,11.1
tdu0f,12.05
tdu0g,10.4
tdu0j,11.0
tdu12,11.0
tdu15,11.0
tdu17,10.6
tdu40,11.5
tdu43,13.0
tdu44,10.3
tdu46,10.4
tdu4c,10.05
tdu4f,10.8
tdu58,10.4
tdu59,10.6
tdu5b,10.1
tduh9,10.5
tduj9,10.5
tdun0,10.5
te06z,14.0
te07e,13.350000000000001
te07n,13.0
te0bk,14.0
te0bn,12.8
te0c2,13.3
te0d5,14.0
te0db,12.9
te0dh,12.7
te0hw,14.0
te0j5,14.9
te0j6,14.2
te1b0,12.2
te1b4,12.3
te21s,13.4
te2xv,7.9
te2yg,8.7
te2yw,7.9
te2z2,8.4
te3bj,12.0
te3c7,12.1
te3eg,8.1
te3f9,11.8
te3fr,8.0
te3ft,7.7
te3fu,8.0
te3g1,8.0
te3g8,11.9
te3jr,8.5
te3kr,8.0
te3n3,8.2
te3s4,8.1
te3sy,12.4
te3tm,12.2
te3us,10.1
te3v5,10.2
te3vc,10.4
te3vp,13.649999999999999
te3vw,16.65
te3vy,12.3
te3wg,11.8
te3wy,10.3
te3xe,12.5
te3xs,10.4
te3yj,13.0
te3yu,13.15
te3z7,11.9
te3zd,16.1
te3zf,16.8
te3zh,12.4
te403,12.1
te40t,12.2
te40z,11.3
te429,12.1
te42y,12.4
te457,11.3
te494,12.1
te4bd,16.3
te4be,11.9
te4bh,11.8
te4bj,10.1
te4bs,12.4
te4c2,16.8
te4c6,10.8
te4c8,15.8
te4cc,10.6
te4cq,11.7
te4dw,16.0
te4dx,9.8
te4dy,10.4
te4dz,12.1
te4ej,16.4
te4en,12.5
te4eu,10.15
te4f0,11.25
te4j1,11.2
te4jb,11.3
te4my,16.1
te4qp,14.25
te4qq,10.1
te4qt,10.6
te4qu,10.7
te4qv,15.6
te4qy,12.600000000000001
te4re,10.2
te4rg,12.3
te4rh,10.2
te4rk,16.2
te4s5,11.65
te4s6,15.8
te4sc,15.9
te4sd,12.6
te4se,12.5
te4t1,15.9
te4t2,10.1
te4tb,12.3
te4xf,6.6
te4yt,11.5
te4zd,11.7
te51d,11.9
te52p,11.6
te53b,11.9
te53e,11.9
te53v,12.2
te55p,12.0
te55t,11.7
te58x,13.4
te59x,12.95
te59z,12.3
te5b0,14.4
te5b2,12.2
te5b3,13.2
te5b8,13.2
te5bf,10.7
te5bh,9.9
te5bm,10.4
te5bu,10.4
te5bx,11.2
te5cb,13.0
te5cc,10.1
te5d0,12.1
te5dm,12.0
te5dw,13.5
te5en,13.0
te5ep,13.2
te5eq,13.5
te5ev,13.7
te5ez,9.3
te5f4,10.0
te5f6,11.8
te5ff,9.8
te5fx,11.2
te5g0,9.2
te5g2,9.8
te5h4,11.7
te5j7,12.3
te5jb,11.6
te5sm,13.5
te5sq,10.2
te5sv,13.2
te5sw,10.6
te5sx,9.4
te5tj,13.3
te5tk,12.4
te5tn,10.4
te5ts,13.0
te5tu,13.5
te5tw,9.3
te5u0,9.6
te5v6,0.1
te5wj,9.3
te5ws,10.2
te5x5,12.3
te5xe,9.6
te5xg,9.9
te5xh,9.7
te61g,7.0
te61q,10.1
te61t,7.8
te61z,15.6
te623,16.3
te624,16.0
te626,12.5
te628,10.1
te629,15.8
te62c,12.3
te62g,7.3
te62s,8.0
te630,10.4
te632,16.2
te63b,12.4
te64d,10.0
te64h,10.0
te64v,16.1
te652,9.7
te65e,16.7
te65h,15.9
te65s,12.0
te67x,11.9
te681,7.1
te68t,6.8
te68z,7.4
te69u,11.8
te6c4,7.6
te6cs,8.3
te6dd,11.9
te6fp,8.2
te6h1,16.2
te6h3,16.0
te6h5,11.4
te6h8,9.9
te6j2,12.1
te6ks,12.0
te6m9,11.9
te6ny,11.9
te6pg,11.9
te6q2,11.8
te748,6.9
te754,6.0
te75t,7.3
te75x,7.2
te777,7.0
te784,12.25
te786,11.35
te78d,9.0
te78f,12.3
te791,12.0
te793,8.55
te796,12.3
te79d,10.2
te79f,9.55
te7d4,8.2
te7d7,12.3
te7dd,11.2
te7de,0.65
te7dg,8.15
te7e4,6.5
te7e5,10.3
te7e6,10.1
te7e7,15.4
te7ec,8.6
te7ed,9.4
te7ef,12.6
te7ej,11.4
te7en,13.799999999999999
te7ep,14.6
te7g0,10.1
te7g2,11.1
te7g3,10.649999999999999
te7g9,0.0
te7gb,
te7gd,7.6499999999999995
te7ge,6.6
te7gg,0.0
te7qr,12.0
te7s1,9.5
te7s3,8.35
te7s4,13.700000000000001
te7s9,11.9
te7sb,6.9
te7sc,13.1
te7t1,8.3
te7t2,9.2
te7t3,9.45
te7t8,7.1
te7t9,14.1
te7tb,11.2
te7w0,13.1
te7w2,8.8
te7w8,11.15
te7wb,10.95
te7x0,8.9
te7x2,13.1
te7x8,12.6
te7xb,11.1
te7xc,13.1
te81v,7.5
te81x,7.7
te82u,8.1
te82x,7.4
te836,8.0
te843,8.1
te885,8.3
te8jb,10.0
te8p7,10.4
te8yz,10.2
te8zu,10.1
te93r,10.2
te93z,12.3
te978,9.9
te97j,12.4
te986,10.2
te99p,16.4
te99q,16.4
te99r,12.05
te99w,13.350000000000001
te9b1,10.8
te9b8,13.2
te9bb,12.3
te9ct,11.5
te9dg,15.8
te9dj,15.9
te9dk,10.9
te9ds,12.3
te9e6,10.7
te9ec,10.4
te9ed,16.0
te9ek,12.4
te9ez,11.5
te9f7,11.5
te9hv,10.2
te9je,10.2
te9k7,12.5
te9kr,12.1
te9m4,12.6
te9mc,12.8
te9mn,10.5
te9mp,16.1
te9mq,12.2
te9mu,12.5
te9mv,13.3
te9mw,12.0
te9mx,15.8
te9n1,10.0
te9px,10.8
te9qe,12.3
te9qg,10.5
te9qk,15.850000000000001
te9qr,13.3
te9qv,9.4
te9r4,14.100000000000001
te9r9,12.2
te9rc,15.8
te9re,16.3
te9rk,17.2
te9rm,12.1
te9rx,13.4
te9ry,13.5
te9s1,15.8
te9s2,16.0
te9sm,11.6
te9t7,12.1
te9tg,17.5
te9tu,11.0
te9tv,16.3
te9ty,11.0
te9ut,17.6
te9uu,13.1
te9v0,13.1
te9v7,10.4
te9vh,16.2
te9vj,10.5
te9w0,12.0
te9w2,16.4
te9wd,12.6
te9yr,11.4
te9yu,11.6
te9yw,11.9
te9z6,11.5
te9z8,11.6
teb0j,10.9
teb0z,10.7
teb32,10.6
teb66,11.3
teb7t,11.0
tebbc,10.0
tebc1,10.1
tebdj,10.3
tebds,10.0
tebkx,10.65
tebmk,10.1
tebq5,9.9
tebr1,10.1
tebrv,13.4
tebtd,12.3
tebtu,12.6
tebuq,12.9
tebuv,13.0
tebux,12.3
tebuz,12.15
tebvn,13.700000000000001
tebvp,15.9
tebvr,10.4
tebvv,11.65
tebvw,16.6
tebvy,10.25
tebxe,13.5
tebxf,11.3
tebxr,9.5
tebxu,11.0
tebxx,0.1
teby0,12.1
tebyj,12.5
tebym,10.9
tebyq,16.0
tebys,15.1
tebyt,7.0
tebyu,9.7
tebyv,13.15
tebz1,13.9
tebz8,12.0
tebzb,10.9
tebzc,14.0
tebzj,10.5
tebzm,13.5
tebzq,18.3
tebzw,11.6
tebzz,13.0
tec0q,12.3
tec0r,10.7
tec0w,10.7
tec0x,11.7
tec0y,15.9
tec1j,12.3
tec1k,12.3
tec1m,12.1
tec1p,9.8
tec1s,10.7
tec1t,15.3
tec1u,15.9
tec24,10.899999999999999
tec28,17.2
tec2b,12.1
tec32,13.2
tec3x,10.8
tec3y,11.5
tec46,10.85
tec47,16.3
tec4d,12.1
tec4f,9.6
tec4h,13.9
tec4k,13.1
tec52,12.9
tec54,12.3
tec58,11.3
tec59,16.299999999999997
tec5b,10.649999999999999
tec5c,16.1
tec5p,10.4
tec5w,11.3
tec5y,11.2
tec66,10.8
tec6f,11.5
tec8f,10.8
tec8g,11.6
tec8n,11.7
tec8s,10.5
tech0,9.2
tech2,14.200000000000001
tech9,10.7
tecxs,
ted09,11.8
ted5f,17.5
ted5r,17.4
ted5v,13.3
ted6t,17.2
ted7e,12.9
ted7f,8.8
ted7r,11.45
ted7x,9.7
tedc6,16.3
tedd1,17.0
teddx,8.9
teddz,13.1
tede3,16.4
tede5,13.0
tedeh,9.6
tedf7,8.8
tedf8,16.6
tedfk,16.6
tedfp,10.6
tedfv,12.8
tedhd,15.9
tedhe,10.2
tedhm,10.3
tedjf,12.4
tedjg,10.7
tedjr,12.5
tedjw,12.8
tedk0,15.75
tedm4,13.3
tedsb,13.5
tedst,12.1
tedsx,11.7
tedts,12.7
tedus,10.9
tedvy,8.0
tedyk,13.2
tee13,15.7
tee1g,7.6
tee1p,15.7
tee1r,6.7
tee1x,10.5
tee1y,10.7
tee2c,12.2
tee2e,13.2
tee2p,12.5
tee2r,9.9
tee2u,11.4
tee2v,10.3
tee2w,16.6
tee35,10.8
tee36,10.6
tee38,8.5
tee3e,5.7
tee47,9.7
tee4j,9.9
tee4k,10.3
tee4n,12.200000000000001
tee4z,12.4
tee51,12.3
tee5b,11.1
tee62,6.9
tee63,16.4
tee6d,7.7
tee6n,5.2
tee6r,5.3
tee7j,9.1
tee7k,12.1
tee7x,15.9
tee80,14.25
tee81,15.7
tee91,13.0
tee92,10.8
tee93,9.8
tee99,15.7
tee9c,12.7
teed0,10.2
teed1,8.7
teed3,8.2
teedb,6.2
teee2,7.1
teee3,9.3
teee4,7.7
teee9,15.4
teeec,16.0
teeed,7.5
teeh1,11.5
teeh8,9.7
teehu,11.4
teehw,10.6
teej1,10.6
teejm,10.4
teekd,11.7
teekp,12.2
teen1,9.6
teen9,9.5
teenc,12.3
teep4,9.4
teepw,12.1
teeq8,8.9
teeqc,8.4
teerf,8.2
tees1,10.7
tees2,9.6
tees3,7.8
tees9,9.05
teesb,14.7
teesc,4.4
teesd,7.4
teet1,9.7
teet3,12.8
teet6,12.4
teet7,8.4
teetd,9.9
teetf,14.0
teetg,8.4
teew4,15.6
teew6,12.399999999999999
teew7,11.0
teewd,10.3
teewe,10.6
teewu,0.1
teewv,0.15000000000000002
teex5,8.5
teex7,12.85
teexe,9.3
teexg,7.6
teexh,5.4
teexu,0.0
teexv,0.0
teg0p,7.6
teg23,12.899999999999999
teg2e,8.4
teg2k,7.6
teg3j,10.0
teg3n,7.1
teg3q,4.7
teg3x,0.15000000000000002
teg3y,10.9
teg6p,15.8
teg8j,
teg92,0.0
teg98,0.1
teg9b,3.2
tegd0,5.3
tegd2,4.5
tegd8,2.35
tegdb,3.8
tegdc,1.5
tege0,6.2
tege1,1.6
tege2,7.199999999999999
tege3,0.0
teh40,9.7
teh43,0.0
teh46,
tf1bc,12.8
tf1cx,10.2
tf1dp,13.1
tf1en,13.3
tf1fk,11.0
tf1sj,13.3
tf1tf,11.2
tf1ts,13.2
tf1w3,11.4
tf1wf,13.0
tf1zc,11.0
tf1zu,11.6
tf327,11.8
tf331,11.3
tf338,11.1
tf33b,11.7
tf33e,11.5
tf33f,10.9
tf33k,12.5
tf346,
tf347,0.0
tf34e,0.0
tf34j,4.4
tf34k,0.1
tf34m,0.6
tf34p,10.6
tf34s,5.5
tf34v,9.3
tf35m,9.2
tf35r,14.0
tf35s,0.1
tf35t,1.15
tf35v,7.2
tf35y,10.350000000000001
tf360,10.8
tf378,10.2
tf37t,10.1
tf381,13.1
tf388,11.8
tf38m,11.0
tf38n,11.0
tf38r,11.5
tf38w,11.4
tf392,11.0
tf3cx,10.0
tf3ed,9.8
tf3es,10.4
tf3f6,10.5
tf3f9,10.4
tf3hw,7.2
tf3hz,9.8
tf3k2,9.5
tf3kc,14.4
tf3kf,13.2
tf3m4,9.5
tf3m8,8.3
tf3mv,12.6
tf3q0,8.2
tf3q1,14.5
tf3qc,7.6
tf3r8,7.8
tf3wc,13.1
tf3x7,11.2
tf416,10.2
tf428,9.7
tf42d,9.4
tf480,9.3
tf4b8,10.4
tf4c8,11.2
tf4f1,10.6
tf4f9,10.9
tf4g3,10.8
tf4gd,10.55
tf4ny,11.4
tf4rv,10.0
tf4sh,11.0
tf4te,11.0
tf4tm,10.8
tf4uc,10.6
tf4ud,11.3
tf4us,10.7
tf4vd,10.2
tf4ve,11.5
tf4x7,10.2
tf4x9,9.6
tf4y4,10.5
tf4y6,10.3
tf4yc,9.9
tf4yn,9.4
tf4yu,11.7
tf4zg,10.45
tf4zu,12.0
tf52y,12.2
tf537,12.0
tf545,11.0
tf54h,11.0
tf573,10.5
tf5dj,10.7
tf5gu,9.4
tf5gv,9.3
tf5h0,10.8
tf5jk,9.6
tf5sk,9.7
tf60u,9.8
tf60x,10.0
tf6ck,10.9
tf6fq,11.6
tf6fs,11.1
tf6ft,10.5
tf6gm,10.4
tf6uv,11.4
tf6uw,10.4
tf6vx,12.4
tf6yz,10.3
tf6zr,10.1
tf7p8,12.4
tf7pc,12.7
tf8cn,0.0
tf8cp,0.0
tf8up,1.1
tf90c,0.1
tf90r,10.9
tf90v,13.9
tf910,6.8999999999999995
tf911,8.9
tf917,11.2
tf91p,8.3
tf91z,14.2
tf94p,6.9
tf94y,8.9
tf960,14.3
tf962,12.5
tf96g,10.95
tf970,9.5
tf97r,14.5
tf97y,10.5
tf98j,12.5
tf9bb,12.4
tf9c6,12.5
tf9cu,12.6
tf9e8,11.6
tf9fq,12.5
tf9h0,6.7
tf9h5,11.3
tf9h7,4.8
tf9hw,6.5
tf9s1,10.2
tf9sm,13.149999999999999
tf9tm,9.0
tf9v0,15.1
tf9v1,11.9
tf9vs,12.0
tf9yg,7.8
tf9yn,15.2
tf9yp,12.2
tf9zj,7.6
tfd52,12.5
tfd6w,10.7
tfd9e,10.8
tfd9m,10.5
tfdb9,11.1
tfdcx,10.6
tfdn2,15.4
tfdnd,12.3
tfdnp,11.9
tfdpb,8.7
tfdpx,14.7
tfdt9,9.9
tfdwe,9.9
tfdxk,10.0
tfe1d,11.5
tfe4f,12.0
tfe56,12.0
tfeh7,11.6
tfeng,11.1
tfenh,12.5
tfepm,12.0
tff21,13.9
tff2t,11.9
tff3r,12.0
tff61,11.0
tff6v,11.05
tff9v,10.2
tffc8,9.8
tffdu,12.1
tffec,12.0
tffev,11.7
tffez,12.0
tfff1,9.5
tfff2,10.3
tfffg,10.4
tffg7,9.8
tffgq,10.2
tffgu,9.8
tffub,11.6
tffue,11.0
tffuy,9.5
tffv3,11.850000000000001
tffvf,12.0
tffvr,9.3
tffy5,12.1
tffy7,11.8
tffyh,11.2
tffyy,9.7
tffz6,11.7
tffz7,10.8
tffz9,9.85
tffzb,12.9
tffzd,10.3
tffze,10.8
tffzh,10.3
tffzj,11.3
tfg0t,12.1
tfg1w,12.0
tfgce,12.0
tfgcm,9.7
tfgcp,9.8
tfgdr,11.35
tfgdv,10.2
tfgdw,10.1
tfgdz,10.1
tfge9,12.5
tfgem,9.9
tfgf7,10.4
tfgfx,10.2
tfgg5,9.8
tfgg8,9.6
tfgh7,10.4
tfghp,12.3
tfghy,10.4
tfgjp,10.2
tfgjr,10.0
tfgjt,10.85
tfgke,12.1
tfgkk,10.149999999999999
tfgkp,9.8
tfgkq,9.9
tfgm0,12.2
tfgm2,10.1
tfgm3,10.7
tfgm8,12.1
tfgme,10.3
tfgmh,10.4
tfgmj,10.5
tfgn0,9.3
tfgn2,12.1
tfgn3,10.1
tfgn4,9.95
tfgn5,9.8
tfgn8,9.5
tfgnb,11.7
tfgnj,11.5
tfgnk,11.5
tfgp4,9.5
tfgp6,9.6
tfgr0,11.6
tfgr3,12.4
tfgs9,10.0
tfgsh,9.5
tfgwd,10.0
tfgxn,9.7
tfgyg,9.1
tfgyn,9.6
tfgz3,9.2
tfgz8,9.3
tfgzq,10.4
tfgzu,10.25
tfgzz,10.5
tfh0c,10.7
tfh0e,10.7
tfh0q,11.0
tfh5d,9.8
tfh6f,9.4
tfh6v,9.7
tfhcc,9.1
tfhce,8.5
tfhcm,8.7
tfhd3,9.4
tfhd6,10.3
tfhdj,9.7
tfhew,10.6
tfhez,10.5
tfhv1,9.9
tfhve,10.2
tfj0e,8.3
tfj20,8.3
tfj8r,10.7
tfjcm,11.0
tfm0g,10.7
tfmkt,10.8
tfmwz,11.1
tfmxf,12.0
tfmxg,9.0
tfmxk,10.1
tfmxs,11.1
tfmy7,10.2
tfmyb,10.9
tfmyh,12.6
tfn18,11.3
tfn3x,13.0
tfn4h,11.0
tfn7m,10.7
tfncx,12.7
tfne8,10.3
tfneg,10.6
tfnvm,10.6
tfnzz,10.6
tfp4v,13.0
tfp5e,12.3
tfp5u,12.5
tfpj8,10.6
tfpjf,10.6
tfpk1,12.7
tfpme,9.9
tfpmn,9.8
tfpms,10.7
tfpnq,11.8
tfpnu,10.1
tfpp3,10.7
tfpqf,10.6
tfprf,10.0
tfps3,13.0
tfpsb,10.0
tfptx,11.4
tfpuq,11.2
tfput,9.9
tfpv4,11.4
tfpvb,10.0
tfpvy,10.1
tfpw3,9.9
tfpwk,11.4
tfpwx,13.1
tfpx1,11.9
tfpx9,10.6
tfpxw,11.05
tfpyc,11.6
tfpye,10.7
tfpyf,10.9
tfpyk,10.5
tfpz0,11.0
tfpz2,11.6
tfpzs,12.8
tfq6v,13.0
tfq6x,11.0
tfq7d,11.100000000000001
tfq7j,10.7
tfq9q,10.7
tfq9s,13.0
tfq9v,11.1
tfqej,10.3
tfqen,10.2
tfqf5,9.7
tfqgg,11.6
tfqgn,12.0
tfqht,9.5
tfqhu,10.6
tfqj1,12.6
tfqj2,12.6
tfqjx,10.3
tfqm3,10.4
tfqqu,11.3
tfqrv,11.05
tfqsy,11.6
tfqtc,11.6
tfqty,11.3
tfqu2,11.4
tfqup,11.149999999999999
tfqut,11.2
tfquu,11.6
tfquw,11.7
tfqv5,11.0
tfqv6,11.4
tfqvn,11.8
tfqwj,11.6
tfqwn,11.3
tfqwq,11.7
tfqws,11.45
tfqx1,10.7
tfqx2,11.5
tfqx4,10.9
tfqxr,10.7
tfqys,10.0
tfr0p,10.2
tfr1r,10.7
tfr1t,12.1
tfr2d,12.1
tfr2h,11.8
tfr3g,11.1
tfr3m,11.4
tfr3n,11.3
tfr46,12.1
tfr4y,11.4
tfr4z,12.3
tfr57,11.5
tfr5d,11.1
tfr5k,11.9
tfr63,11.2
tfr64,12.1
tfr68,11.2
tfr79,11.7
tfr7x,9.9
tfr85,9.2
tfr87,11.3
tfr8b,11.05
tfrbf,10.6
tfrbp,13.0
tfrbv,11.3
tfrc8,10.8
tfrch,10.5
tfrcx,10.4
tfrdj,11.2
tfre5,9.6
tfrh0,11.2
tfrh1,11.8
tfrhe,11.8
tfrj6,10.1
tfrjb,9.9
tfrk5,9.9
tfsgu,12.0
tfsgw,10.3
tfspy,10.1
tfsqp,12.5
tfsqq,10.0
tfsqt,10.0
tfsr2,12.9
tfsr3,9.8
tfsr4,9.9
tfsrf,10.3
tfsrm,10.1
tfssy,5.6
tfst7,11.100000000000001
tfsu8,11.5
tfsut,10.5
tfsv8,10.1
tfsw0,9.95
tfsxq,11.9
tfsyp,12.3
tft1z,10.6
tft2r,10.9
tft2u,9.7
tft2w,12.0
tft33,11.3
tft38,12.3
tft39,9.4
tft3y,10.1
tft4e,10.75
tft4j,9.6
tft4s,10.7
tft51,9.6
tft5j,10.8
tft68,10.3
tft7y,11.9
tft8g,10.4
tft8t,10.4
tftcy,11.5
tftdz,11.6
tfteh,11.9
tftf5,10.5
tftff,11.1
tftfj,11.2
tftfn,11.9
tftfy,10.8
tftfz,10.7
tftg2,11.8
tftgf,10.7
tftgk,11.2
tftgn,9.9
tftgq,10.5
tftgs,10.5
tftgz,10.7
tfth0,10.3
tftjp,11.8
tftkc,12.4
tftmq,10.7
tftmx,11.7
tftn0,12.1
tftp6,10.3
tftp8,10.5
tftpe,10.4
tftpn,10.6
tftpz,10.7
tftq8,10.7
tftqd,11.6
tftqg,11.0
tftqm,10.9
tftqq,10.6
tftqt,10.8
tftr3,10.1
tftr4,10.5
tftr5,10.5
tftsf,11.7
tftsh,10.7
tftsj,11.8
tftsr,11.399999999999999
tftsw,10.9
tftsx,10.3
tftsy,10.3
tftt7,10.75
tftt9,11.0
tftth,10.7
tftu1,10.4
tftu2,9.3
tftw0,11.5
tfu06,12.2
tfu07,10.1
tfu0b,12.0
tfu0h,10.2
tfu0u,10.1
tfu1x,10.7
tfu20,10.3
tfu2u,11.4
tfu33,11.0
tfu45,10.2
tfu6z,10.6
tfu7f,10.0
tfu80,11.2
tfu9r,9.7
tfubk,9.6
tfuc1,10.0
tfucm,11.5
tfucn,11.0
tfucr,10.2
tfucs,11.5
tfucv,9.4
tfud7,10.6
tfudh,9.7
tfudq,10.2
tfudz,11.6
tfue4,10.1
tfuef,11.2
tfuek,11.5
tfuen,10.1
tfuep,10.7
tfues,11.1
tfuet,11.7
tfueu,11.1
tfuf5,9.9
tfuf8,11.0
tfuf9,10.600000000000001
tfufc,11.0
tfufd,10.9
tfufh,11.4
tfuhw,9.7
tfuj9,9.2
tfuk0,9.7
tfukr,11.1
tfukv,11.2
tfukw,11.6
tfukx,11.0
tfuky,10.5
