geohash_5,SPEED
w0xkb,12.0
w0xkd,10.25
w0xkg,13.3
w0xkm,10.55
w0xkn,10.6
w0xkp,10.9
w0xkq,10.2
w0xkr,12.1
w0xkt,9.5
w0xkv,11.7
w0xm0,0.6
w0xm1,13.9
w0xm5,9.3
w0xm7,10.2
w0xmc,11.15
w0xmd,9.5
w0xme,9.6
w0xmf,10.7
w0xmh,10.4
w0xmp,9.8
w0xmu,9.8
w0xn0,11.15
w0xn1,11.8
w0xn2,11.7
w0xn5,12.3
w0xn6,12.7
w0xn7,11.9
w0xn9,13.9
w0xnb,11.649999999999999
w0xnc,12.7
w0xnf,13.8
w0xnh,10.7
w0xnk,14.3
w0xnx,9.6
w0xnz,9.55
w0xp0,13.0
w0xp1,10.6
w0xp2,11.2
w0xp8,11.7
w0xpc,14.0
w0xpp,9.2
w0xpq,10.6
w0xpr,9.6
w0xpt,9.8
w0xpu,13.7
w0xpv,9.350000000000001
w0xpw,9.7
w0xq1,9.7
w0xq3,9.0
w0xq4,9.6
w0xq8,9.4
w0xq9,19.9
w0xqd,13.3
w0xqm,10.0
w0xqp,11.6
w0xqq,12.0
w0xqv,11.0
w0xqw,11.05
w0xqy,12.6
w0xr2,8.9
w0xr3,13.0
w0xr5,10.95
w0xr7,10.7
w0xr9,11.5
w0xrd,11.5
w0xre,11.5
w0xrh,11.25
w0xrk,9.6
w0xrq,4.2
w0xrr,9.4
w0xrv,7.7
w0xrx,5.949999999999999
w0xry,11.4
w0xrz,10.55
w0xs1,11.3
w0xs3,12.7
w0xsb,13.2
w0xse,9.8
w0xsg,12.1
w0xsj,9.5
w0xsm,11.1
w0xsq,11.1
w0xss,11.1
w0xsu,11.1
w0xt0,10.6
w0xt2,13.5
w0xt6,11.7
w0xt7,10.5
w0xt9,9.7
w0xtb,10.0
w0xtc,11.0
w0xtd,11.35
w0xx8,0.0
w0xxb,0.0
w0y1y,5.1
w0y1z,13.0
w0y2v,5.2
w0y2w,12.7
w0y2x,10.899999999999999
w0y2y,12.8
w0y2z,12.8
w0y35,5.1
w0y36,8.7
w0y37,11.0
w0y38,5.1
w0y3b,17.2
w0y3c,12.55
w0y3d,13.0
w0y3f,12.2
w0y3h,12.2
w0y3j,11.8
w0y3k,12.75
w0y3m,12.8
w0y3n,12.2
w0y3q,14.9
w0y3r,13.3
w0y3s,13.7
w0y3w,12.2
w0y3y,11.1
w0y47,4.6
w0y4b,5.3
w0y4d,4.9
w0y4f,11.0
w0y4j,4.6
w0y4n,12.8
w0y4q,12.2
w0y4r,12.850000000000001
w0y4t,13.0
w0y4v,13.1
w0y4w,11.6
w0y4x,12.9
w0y4y,12.3
w0y4z,16.3
w0y53,12.4
w0y55,12.3
w0y56,11.6
w0y57,13.3
w0y59,12.1
w0y5c,12.4
w0y5d,13.0
w0y5h,12.55
w0y5q,11.7
w0y5r,13.8
w0y5u,14.0
w0y5v,10.7
w0y5w,13.7
w0y5z,12.0
w0y60,11.3
w0y61,12.4
w0y63,12.4
w0y65,15.6
w0y66,11.95
w0y6b,10.6
w0y6d,10.6
w0y6h,11.5
w0y6j,14.3
w0y6k,14.3
w0y6m,13.5
w0y6p,11.25
w0y6s,11.1
w0y6t,11.899999999999999
w0y6u,11.4
w0y6v,12.8
w0y6z,10.2
w0y73,12.1
w0y74,11.9
w0y76,10.9
w0y77,12.8
w0y78,11.8
w0y79,11.35
w0y7c,12.4
w0y7d,14.1
w0y7m,12.1
w0y7p,10.1
w0y7r,11.5
w0y7s,10.1
w0y7v,11.7
w0y7w,13.6
w0y7z,12.6
w0y82,17.4
w0y83,12.600000000000001
w0y84,13.0
w0y85,12.5
w0y86,13.1
w0y88,12.25
w0y89,12.850000000000001
w0y8c,12.5
w0y8d,12.4
w0y8e,12.649999999999999
w0y8h,12.9
w0y8j,13.85
w0y8n,13.5
w0y8p,12.0
w0y8q,10.4
w0y8r,12.2
w0y8t,11.05
w0y8v,12.1
w0y8w,13.7
w0y8x,10.55
w0y8y,10.4
w0y90,11.2
w0y91,14.7
w0y94,10.9
w0y95,11.35
w0y97,13.1
w0y99,13.25
w0y9b,11.0
w0y9c,11.9
w0y9f,9.7
w0y9h,13.1
w0y9m,9.8
w0y9r,12.5
w0y9s,10.1
w0y9t,12.7
w0y9y,12.1
w0y9z,9.1
w0yb0,11.5
w0yb1,10.8
w0yb3,13.1
w0yb5,11.3
w0yb6,14.7
w0yb7,13.3
w0ybc,12.7
w0ybd,12.3
w0ybf,9.2
w0ybk,9.6
w0ybq,11.9
w0ybs,10.5
w0yc0,11.4
w0yc6,9.9
w0yck,12.4
w0ycm,14.8
w0ycz,10.850000000000001
w0yd0,13.5
w0yd4,10.0
w0yd5,13.5
w0yd6,12.2
w0yd7,12.55
w0ydc,12.8
w0yde,11.5
w0ydg,12.1
w0ydm,9.2
w0ydp,9.7
w0ydu,9.4
w0ydz,10.4
w0ye0,12.9
w0ye1,11.8
w0ye3,4.4
w0ye4,9.5
w0ye8,11.7
w0ye9,9.6
w0yeb,10.3
w0yec,10.2
w0yed,10.8
w0yek,10.7
w0yem,12.4
w0yf7,10.8
w0yf8,12.4
w0yfj,11.2
w0yfp,12.0
w0yfq,11.45
w0yfr,10.0
w0yft,14.3
w0yfu,12.1
w0yfy,12.5
w0yg5,12.2
w0ygb,12.2
w0ygc,10.7
w0yge,12.0
w0ygf,11.8
w0ygg,11.75
w0ygh,11.6
w0ygj,11.7
w0ygk,11.7
w0ygn,9.3
w0ygu,9.7
w0yh0,16.3
w0yh2,11.4
w0yh6,11.9
w0yh7,13.3
w0yhb,10.6
w0yhg,11.100000000000001
w0yhj,11.8
w0yhm,12.2
w0yhn,10.2
w0yhp,11.8
w0yhq,12.1
w0yhr,13.2
w0yhs,12.1
w0yhz,11.7
w0yj3,11.6
w0yj4,12.100000000000001
w0yj5,12.6
w0yj6,12.4
w0yj8,9.6
w0yj9,11.2
w0yjb,11.6
w0yjc,10.5
w0yjd,10.3
w0yje,13.1
w0yjh,13.1
w0yjj,10.2
w0yjk,10.4
w0yjm,10.6
w0yjp,11.3
w0yjr,11.55
w0yjt,10.7
w0yjv,12.4
w0yjy,13.4
w0yk0,13.1
w0yk4,10.3
w0yk5,12.0
w0yk7,12.5
w0yk8,10.3
w0yk9,10.2
w0ykc,11.85
w0ykd,10.9
w0yke,10.0
w0ykh,12.7
w0ykj,11.3
w0ykq,11.9
w0yku,13.2
w0ykw,10.2
w0ym0,12.7
w0ym4,10.7
w0ym5,10.1
w0ym6,12.55
w0ym9,10.0
w0yme,10.1
w0ymx,10.7
w0ymy,11.1
w0yn0,13.0
w0yn4,11.7
w0yn5,10.3
w0yn9,10.6
w0yne,9.2
w0ynf,13.0
w0yng,13.3
w0ynk,12.4
w0ynn,9.4
w0ynw,12.3
w0yp0,11.05
w0yp1,12.3
w0yp2,11.3
w0ypb,11.3
w0ype,12.8
w0yph,12.0
w0ypu,12.2
w0ypw,10.850000000000001
w0yq7,10.9
w0yqc,10.350000000000001
w0yqe,10.9
w0yqg,11.6
w0yqq,12.0
w0yr0,11.55
w0yr6,11.5
w0yrb,11.4
w0yrj,12.7
w0ysg,10.4
w0ysq,11.3
w0ysu,11.1
w0ysw,10.8
w0ysz,13.8
w0yt3,10.5
w0yt4,10.7
w0yt5,10.7
w0yt7,8.8
w0yt8,10.4
w0yt9,12.3
w0ytc,10.8
w0yte,13.0
w0yth,12.2
w0ytr,11.3
w0ytv,10.4
w0yu0,11.1
w0yu3,14.1
w0yu4,11.6
w0yu6,9.9
w0yu8,12.0
w0yub,11.2
w0yue,9.5
w0yup,13.1
w0yuq,10.8
w0yuv,11.2
w0yuw,10.5
w0yuy,10.9
w0yuz,12.149999999999999
w0yv0,10.3
w0yvc,9.4
w0yve,12.7
w0yvk,10.7
w0yvm,12.1
w0yvn,11.7
w0yvs,12.3
w0yvu,12.7
w0yw2,12.9
w0ywg,10.5
w0ywh,13.6
w0ywk,10.0
w0yws,11.0
w0ywt,9.6
w0yx3,9.3
w0yx6,10.2
w0yx8,13.2
w0yxg,9.8
w0yxj,9.0
w0yxk,8.7
w0yxm,10.0
w0yxp,11.5
w0yxr,9.8
w0yxv,10.5
w0yxw,13.7
w0yxy,11.8
w0yy4,10.5
w0yy6,12.1
w0yy9,11.7
w0yyc,12.8
w0yyd,11.0
w0yz0,11.5
w0z02,14.3
w0z07,10.8
w0z0e,9.45
w0z0k,10.899999999999999
w0z0p,8.4
w0z0q,10.4
w0z0r,14.6
w0z0w,11.4
w0z0z,9.1
w0z11,14.1
w0z12,14.2
w0z13,11.0
w0z14,13.05
w0z16,10.9
w0z17,11.5
w0z18,11.7
w0z19,9.5
w0z1b,11.3
w0z1j,11.0
w0z1p,9.2
w0z1q,11.4
w0z1r,10.55
w0z1u,11.0
w0z1v,9.7
w0z1w,8.1
w0z1z,14.2
w0z22,19.6
w0z23,11.2
w0z24,11.5
w0z26,11.3
w0z28,10.1
w0z2c,13.4
w0z2e,11.6
w0z2g,11.6
w0z2j,11.0
w0z2k,11.5
w0z2m,12.0
w0z2n,9.95
w0z2s,11.2
w0z2u,9.7
w0z30,10.6
w0z32,11.5
w0z33,13.2
w0z34,11.0
w0z35,11.15
w0z36,12.1
w0z39,11.5
w0z3g,12.4
w0z43,11.3
w0z45,12.3
w0z4g,10.1
w0z4h,13.0
w0z4k,11.0
w0z4r,11.2
w0z4s,11.2
w0z4v,11.7
w0z4w,11.5
w0z4x,12.5
w0z50,11.9
w0z53,12.0
w0z54,10.6
w0z59,13.4
w0z5b,10.9
w0z5e,12.25
w0z5h,13.2
w0z5m,8.2
w0z5t,19.1
w0z80,7.95
w0z81,0.3
w0z84,0.0
w0zh0,11.4
w0zh1,13.15
w0zh2,12.1
w0zh3,12.0
w0zh8,13.1
w0zhj,13.75
w0zhu,8.8
w0zje,8.9
w0zjg,16.3
w0zju,11.9
w0znh,11.6
w0zns,9.5
w0zpj,9.5
w0zpt,13.7
w0zpx,8.6
w0zpz,9.8
w0zqf,
w0zqg,0.0
w0zr5,0.0
w0zr6,7.0
w0zr8,11.0
w0zr9,8.4
w1013,11.149999999999999
w1015,12.6
w1017,10.8
w1018,12.5
w101b,15.75
w101e,12.6
w101q,12.1
w101y,15.0
w1029,10.2
w1030,12.4
w1037,12.0
w1038,11.45
w1039,13.0
w103m,12.4
w103q,12.5
w103s,10.7
w103t,9.7
w103u,15.1
w103w,13.3
w1043,13.3
w1045,12.55
w1046,12.6
w1047,11.4
w1048,10.9
w1049,13.0
w104b,12.9
w104e,12.8
w104h,15.2
w104k,16.4
w104n,15.8
w104q,12.350000000000001
w104s,12.8
w104t,11.9
w104u,11.9
w104v,13.9
w104x,13.3
w104y,12.2
w1060,13.6
w1062,13.2
w1068,12.6
w1069,10.7
w106b,14.0
w106d,12.8
w106e,12.9
w106g,12.399999999999999
w106j,16.0
w106k,13.0
w106n,13.2
w106r,11.2
w106t,12.7
w106w,10.4
w106z,12.75
w107p,11.6
w108g,10.5
w1093,12.6
w1096,12.0
w1098,12.3
w1099,11.9
w109d,11.0
w109g,15.0
w109k,12.4
w109p,10.4
w109r,11.6
w109s,12.4
w109w,10.8
w109y,14.8
w10c3,12.9
w10c8,12.4
w10c9,13.4
w10ce,10.8
w10cq,12.6
w10cs,12.5
w10cw,13.8
w10cx,10.7
w10cz,15.3
w10d4,13.6
w10d6,15.2
w10d8,12.85
w10d9,12.8
w10dd,10.7
w10de,12.4
w10df,12.3
w10dk,15.1
w10dm,11.4
w10dq,13.6
w10dr,12.1
w10ds,10.9
w10dt,16.1
w10du,12.3
w10dv,13.4
w10dw,12.3
w10dy,11.7
w10dz,13.1
w10e0,14.3
w10e1,14.7
w10en,13.2
w10f2,15.8
w10f6,15.2
w10f8,10.9
w10f9,12.7
w10fb,12.4
w10fc,12.3
w10fd,11.25
w10fe,14.4
w10ff,13.350000000000001
w10fg,12.3
w10fr,13.7
w10ft,10.600000000000001
w10fu,12.95
w10fw,11.25
w10fx,13.600000000000001
w10fy,12.85
w10fz,12.399999999999999
w10g5,13.35
w10gp,13.2
w1113,12.6
w111d,13.1
w111g,10.6
w111k,12.8
w111m,12.9
w111q,10.3
w111s,13.2
w111z,10.8
w1132,12.7
w1136,10.3
w1137,12.6
w1138,12.7
w113g,12.55
w113s,11.149999999999999
w113u,12.7
w113w,12.5
w113x,12.3
w113z,14.5
w1148,13.0
w1149,7.65
w114b,12.9
w114c,14.45
w114d,10.2
w114e,11.5
w114f,13.1
w114s,13.8
w114t,14.350000000000001
w114w,10.8
w114y,13.45
w114z,12.8
w1152,13.4
w115h,12.3
w115j,13.2
w115n,12.0
w116b,13.75
w116c,12.3
w116d,10.7
w116e,13.9
w116f,12.7
w116g,12.6
w116t,14.0
w116u,12.7
w116v,10.95
w116w,11.8
w116y,13.45
w116z,10.5
w1171,12.399999999999999
w1172,13.2
w1174,12.6
w1175,13.5
w1177,11.7
w117h,14.1
w117n,12.2
w117p,12.6
w117r,11.6
w117s,13.1
w1192,12.7
w119c,11.399999999999999
w119f,11.9
w119g,13.0
w119m,12.4
w119u,10.2
w119y,14.3
w119z,14.5
w11c3,11.9
w11c8,13.1
w11cb,12.0
w11cc,10.0
w11cd,13.2
w11ck,12.0
w11cu,12.7
w11cv,10.4
w11cx,12.9
w11dc,14.2
w11df,13.2
w11dg,10.9
w11dh,14.8
w11ds,11.4
w11du,10.1
w11dv,10.8
w11dy,13.25
w11dz,13.6
w11e1,11.9
w11e2,14.4
w11e5,13.4
w11e8,13.0
w11eh,12.35
w11ej,13.4
w11ek,15.0
w11eq,12.0
w11er,11.9
w11et,13.4
w11f8,11.4
w11fb,15.9
w11fc,11.6
w11ff,10.5
w11fg,10.3
w11fh,15.0
w11fn,15.3
w11fu,10.2
w11fv,13.7
w11fy,11.2
w11g0,13.25
w11g1,12.649999999999999
w11g2,13.3
w11g4,13.45
w11g5,12.9
w11g7,12.05
w11g8,11.6
w11gh,15.8
w11gj,13.25
w11gm,13.7
w11gn,11.85
w11gp,13.3
w11gq,13.6
w11gr,12.8
w11gs,13.4
w11gz,13.8
w11mz,10.2
w11rp,11.0
w11vk,11.0
w11wc,11.3
w11wm,11.5
w130t,12.0
w13p9,7.9
w13pk,8.4
w13pp,8.8
w13qe,8.9
w13qm,8.9
w13r0,0.0
w13vj,8.1
w141c,10.3
w141g,12.0
w141t,13.1
w141z,12.3
w142m,12.2
w142q,12.7
w143c,13.1
w143f,10.9
w143y,11.600000000000001
w143z,12.4
w1444,10.3
w1445,10.4
w144c,11.6
w144f,10.5
w144g,11.1
w144u,10.9
w144y,11.0
w144z,11.0
w1450,16.5
w1452,12.3
w1453,13.5
w1454,12.5
w1455,13.9
w1456,13.4
w1457,12.3
w1458,10.9
w145h,16.4
w145j,12.9
w145k,12.600000000000001
w145m,12.0
w145n,11.2
w145p,13.1
w145q,12.2
w145r,15.149999999999999
w145u,14.1
w145x,11.2
w1461,15.4
w146b,11.0
w146g,10.6
w146j,15.1
w146k,11.1
w146n,12.8
w146y,11.4
w146z,10.15
w1470,12.7
w1471,16.4
w1472,13.899999999999999
w1476,13.3
w1477,13.1
w1478,14.5
w147e,14.5
w147f,14.2
w147g,11.8
w147j,12.3
w147k,11.8
w147m,12.85
w147n,13.8
w147p,12.1
w147q,11.0
w147r,16.2
w147t,12.6
w147v,11.7
w147w,12.2
w1487,10.9
w148v,12.8
w149b,12.0
w149m,1.6
w149n,10.3
w149q,3.2
w149v,12.3
w149w,1.4
w149x,1.75
w14bq,13.1
w14bs,14.0
w14bx,13.0
w14c2,11.8
w14c7,12.7
w14cb,0.6499999999999999
w14cc,1.7
w14cq,13.3
w14cs,12.4
w14cw,13.6
w14d4,10.9
w14d5,15.3
w14d6,12.55
w14db,10.95
w14dc,10.8
w14dg,10.7
w14dh,11.0
w14dp,15.4
w14dv,9.7
w14dx,11.7
w14e2,10.4
w14e3,13.7
w14e8,12.85
w14e9,12.8
w14ee,11.75
w14eh,10.7
w14ek,13.6
w14em,15.5
w14en,10.8
w14eq,13.399999999999999
w14er,16.5
w14es,12.7
w14et,12.4
w14eu,12.6
w14ew,13.7
w14ex,11.9
w14ey,13.8
w14f0,11.8
w14f8,13.2
w14fb,9.9
w14fh,9.85
w14fj,13.5
w14fn,13.4
w14fu,10.6
w14fv,13.2
w14fy,9.5
w14g0,12.5
w14g1,10.9
w14g2,12.350000000000001
w14g5,10.8
w14g6,13.05
w14g7,13.4
w14g8,11.95
w14g9,14.1
w14gb,12.5
w14gc,13.0
w14gd,11.7
w14ge,13.75
w14gg,12.3
w14gj,11.0
w14gm,13.5
w14gn,11.8
w14gs,11.2
w14gt,14.1
w14gw,13.7
w14gx,11.7
w14he,11.6
w14hm,11.9
w14j4,9.0
w14u0,8.2
w1510,13.3
w1512,13.6
w1516,12.8
w1518,0.6
w151c,15.2
w151y,13.1
w1527,11.0
w1528,10.4
w1529,10.2
w152e,12.3
w1534,12.4
w153x,11.1
w1540,13.0
w1541,12.1
w1544,12.2
w1545,10.3
w154b,10.6
w154f,11.5
w154h,13.5
w154j,16.0
w154k,11.6
w154n,13.100000000000001
w154p,10.1
w154y,11.5
w1550,11.4
w1551,13.1
w1554,12.5
w1555,11.6
w1558,15.9
w155b,12.9
w155c,13.9
w155e,12.850000000000001
w155g,13.1
w155k,12.4
w155m,13.3
w155n,10.7
w155p,11.7
w155s,13.399999999999999
w155t,15.600000000000001
w155u,14.0
w155v,13.0
w155w,12.4
w155y,13.4
w155z,13.15
w1563,12.7
w1564,9.4
w1565,12.0
w1567,14.7
w1568,13.4
w1569,10.9
w156e,12.5
w156g,11.9
w156j,15.6
w156k,14.1
w156n,12.45
w156p,11.8
w156v,12.4
w156y,13.05
w1571,11.2
w1575,11.9
w1576,11.7
w1578,13.1
w1579,14.100000000000001
w157b,11.5
w157c,11.6
w157d,13.850000000000001
w157f,12.2
w157g,11.7
w157h,11.5
w157j,11.2
w157k,11.6
w157n,11.6
w157p,11.5
w157t,11.1
w157u,17.0
w157v,12.399999999999999
w157x,11.1
w157y,13.0
w157z,12.6
w158c,8.5
w158f,7.9
w158w,10.1
w158y,13.9
w1597,12.4
w159c,12.1
w15be,10.8
w15bm,13.5
w15bq,12.0
w15ct,10.7
w15cu,10.8
w15cw,14.9
w15d0,12.6
w15d4,9.8
w15d5,12.2
w15dc,11.6
w15dg,12.3
w15dh,14.9
w15dj,10.6
w15dm,14.4
w15dn,10.2
w15dz,11.4
w15e3,13.0
w15e4,11.3
w15e5,11.3
w15e9,14.4
w15eb,14.25
w15ec,13.5
w15ee,13.15
w15ef,13.8
w15eg,15.3
w15eh,11.5
w15ej,12.6
w15ek,11.7
w15en,11.4
w15ep,11.1
w15er,11.9
w15es,13.2
w15eu,11.7
w15ew,11.9
w15ex,10.3
w15ey,13.1
w15ez,13.2
w15f0,9.2
w15f1,15.5
w15f5,18.3
w15fb,12.3
w15fh,10.5
w15fs,12.4
w15fu,11.7
w15fv,12.65
w15fx,13.0
w15fy,12.6
w15g2,14.0
w15g4,12.1
w15g7,12.9
w15g8,12.8
w15g9,1.25
w15gb,14.4
w15gc,13.1
w15gd,3.35
w15ge,11.8
w15gh,15.3
w15gj,11.1
w15gk,12.2
w15gm,14.05
w15gn,11.9
w15gp,17.1
w15gt,11.6
w15gv,13.45
w15gz,11.7
w15hh,12.9
w15hp,9.7
w15k3,9.8
w15k4,12.0
w15kn,11.7
w15ku,9.9
w15kz,9.8
w15s0,13.9
w15s1,14.6
w15s5,13.0
w15sj,12.7
w15sn,12.9
w15sv,10.4
w15u5,12.0
w15wv,11.7
w15wx,12.5
w15xv,11.6
w15xy,10.1
w15yw,12.5
w15yy,10.4
w15zh,10.9
w167c,11.9
w167w,10.4
w16gd,10.5
w16hk,11.0
w171y,10.3
w173e,10.2
w1749,10.9
w178c,10.4
w17cg,13.3
w17cm,13.4
w17ek,12.6
w17f2,12.9
w17gm,10.3
w17kw,12.0
w17nq,12.0
w17p3,13.0
w17rv,10.2
w17rx,9.8
w17se,10.1
w17t8,8.4
w17uh,11.8
w17vc,10.6
w17vd,10.9
w17vj,10.350000000000001
w17w0,11.1
w17wg,10.5
w17wt,10.9
w17x4,11.4
w17y0,11.1
w184z,7.1
w1856,5.6
w1859,5.4
w185h,6.5
w186d,7.9
w186m,8.0
w186p,7.1
w189e,6.2
w189f,6.9
w189n,7.5
w18b7,7.9
w18bb,7.2
w18bn,8.4
w18ht,10.5
w19xy,13.1
w19z8,13.3
w1bek,9.7
w1brg,11.3
w1brq,12.0
w1bty,12.9
w1bug,9.7
w1bw7,10.05
w1bwh,12.0
w1bwx,10.8
w1bxz,10.7
w1bzg,11.05
w1bzm,11.3
w1bzp,11.4
w1bzs,10.9
w1c4x,10.2
w1c57,13.2
w1c5j,9.2
w1c68,13.0
w1c6q,10.1
w1c74,10.2
w1c78,10.2
w1c8n,9.6
w1c8v,10.6
w1c9b,10.2
w1c9h,10.6
w1cc7,10.9
w1ccd,9.6
w1cch,11.25
w1cdg,11.4
w1cdp,11.3
w1cdr,10.8
w1cds,11.7
w1ce8,11.2
w1cf4,10.3
w1ch8,10.8
w1cje,11.0
w1cjr,10.9
w1cjt,10.0
w1cju,10.9
w1cjv,10.7
w1ck9,10.4
w1ckc,11.1
w1ckh,11.0
w1cm0,9.6
w1cn6,11.2
w1cn9,10.8
w1cnb,11.0
w1cz3,11.4
w1cz6,11.0
w1d7q,13.1
w1d7y,10.2
w1dbf,13.0
w1dch,10.5
w1ddm,10.3
w1de4,10.3
w1de8,10.7
w1dge,10.8
w1djf,9.9
w1dkh,9.9
w1dkk,9.7
w1dm0,9.6
w1dn0,13.0
w1dpg,11.0
w1dpm,11.0
w1dpp,10.8
w1dpt,11.2
w1dqb,11.8
w1dqc,11.2
w1dqd,11.0
w1dt3,10.8
w1e09,10.4
w1e1f,9.1
w1e1g,10.0
w1e1s,9.6
w1e1t,10.8
w1e2c,10.9
w1e2d,10.3
w1e41,10.1
w1e44,10.9
w1ekb,13.3
w1esw,10.2
w1f02,9.3
w1f03,12.0
w1f04,11.1
w1f11,10.1
w1fbc,12.5
w1fbh,13.0
w1fn4,12.8
w1g21,10.7
w1gcr,12.9
w1ge7,11.9
w1gfz,11.0
w1ggz,13.2
w1guh,11.0
w1gv3,10.6
w1gv6,11.0
w1gvj,14.0
w1gy3,13.0
w1gy7,12.6
w1gyd,12.0
w1gz3,13.7
w1h04,11.4
w1h0j,12.1
w1h0n,13.3
w1h17,11.1
w1h1b,11.1
w1h1m,11.0
w1h1n,10.3
w1h1r,11.6
w1h25,13.2
w1h2b,10.5
w1h2n,12.7
w1h2r,13.1
w1h31,10.9
w1h32,11.7
w1h3b,11.3
w1h3c,11.9
w1h3h,12.3
w1h3r,11.5
w1h3u,12.3
w1h3w,11.4
w1h3x,12.8
w1h3y,13.8
w1h43,11.7
w1h47,12.0
w1h48,12.3
w1h49,12.1
w1h4c,10.8
w1h4e,12.9
w1h4g,13.55
w1h4k,12.9
w1h4m,12.1
w1h4n,11.85
w1h4p,11.6
w1h4r,12.4
w1h4s,12.95
w1h4t,10.8
w1h4u,14.25
w1h4v,13.25
w1h4w,13.8
w1h4x,13.2
w1h4y,11.3
w1h50,12.5
w1h58,13.2
w1h59,14.2
w1h5c,13.8
w1h5d,13.2
w1h5e,12.0
w1h5q,13.7
w1h5r,13.1
w1h5t,14.3
w1h5u,12.4
w1h5w,14.1
w1h5y,12.5
w1h60,12.0
w1h61,12.95
w1h62,15.1
w1h63,12.5
w1h64,17.1
w1h65,13.7
w1h66,12.7
w1h67,13.6
w1h69,12.5
w1h6f,11.9
w1h6h,15.1
w1h6j,10.5
w1h6n,14.1
w1h6t,12.5
w1h6z,11.4
w1h71,12.4
w1h72,12.0
w1h77,13.8
w1h7e,11.9
w1h7h,13.6
w1h7j,12.6
w1h7m,13.7
w1h85,11.0
w1h87,12.7
w1h89,11.3
w1h8c,12.5
w1h8d,11.3
w1h8j,11.3
w1h8n,11.3
w1h8s,16.8
w1h8w,12.1
w1h8y,12.1
w1h93,10.9
w1h96,12.3
w1h97,11.899999999999999
w1h98,13.7
w1h99,11.2
w1h9b,14.5
w1h9c,13.0
w1h9d,12.9
w1h9e,13.8
w1h9g,15.3
w1h9h,12.8
w1h9k,11.8
w1h9m,12.4
w1h9n,14.0
w1h9p,13.0
w1h9q,13.3
w1h9r,15.0
w1h9u,10.7
w1h9w,12.0
w1h9y,10.9
w1hb4,16.5
w1hb5,12.5
w1hbb,13.7
w1hbc,11.1
w1hbe,13.3
w1hbg,6.9
w1hbm,11.9
w1hbp,12.3
w1hbr,12.35
w1hbu,12.3
w1hbv,15.2
w1hbw,10.85
w1hbx,14.0
w1hby,13.25
w1hc0,11.8
w1hc1,9.85
w1hc2,13.45
w1hc4,12.0
w1hc6,10.8
w1hc7,11.7
w1hcb,11.7
w1hce,12.2
w1hcj,14.850000000000001
w1hcq,10.8
w1hcv,12.4
w1hd3,11.4
w1hd6,12.7
w1hd7,11.5
w1hdc,12.65
w1hde,12.6
w1hdn,12.8
w1hds,13.2
w1hdu,11.6
w1he2,14.3
w1he5,13.6
w1he9,11.6
w1heg,10.9
w1hek,10.0
w1hen,13.4
w1hep,10.3
w1heq,12.4
w1her,11.0
w1hes,11.2
w1hf3,12.1
w1hf6,12.7
w1hfc,11.1
w1hfe,12.05
w1hff,10.7
w1hfj,12.0
w1hfk,11.1
w1hfp,13.4
w1hfq,10.4
w1hfv,13.4
w1hfw,13.2
w1hfz,13.8
w1hg1,13.8
w1hgb,13.4
w1hgd,11.8
w1hgt,11.9
w1hgz,11.0
w1hhc,13.9
w1hjg,9.95
w1hjq,10.0
w1hjr,10.1
w1hjw,11.6
w1hke,9.9
w1hkf,9.9
w1hkt,11.6
w1hm1,11.6
w1hn5,11.9
w1hpt,13.0
w1hqj,13.0
w1hr0,13.0
w1hrg,11.4
w1hrp,10.9
w1hs0,10.8
w1hss,12.9
w1hsv,10.3
w1ht4,13.1
w1hvt,11.1
w1hw6,11.1
w1hwh,11.0
w1hx6,10.2
w1hyv,10.5
w1hz9,10.4
w1hzd,11.3
w1hze,10.6
w1hzf,11.7
w1hzk,11.2
w1hzn,12.1
w1j03,15.5
w1j06,13.15
w1j07,12.350000000000001
w1j08,10.6
w1j09,12.149999999999999
w1j0c,14.9
w1j0d,13.6
w1j0e,14.8
w1j0j,10.9
w1j0m,11.1
w1j0n,12.4
w1j0p,12.8
w1j0t,13.65
w1j0u,11.0
w1j0v,12.1
w1j0y,11.2
w1j10,12.2
w1j11,12.9
w1j1b,11.0
w1j1c,11.0
w1j1e,12.3
w1j1f,12.1
w1j1j,12.2
w1j1m,11.2
w1j1n,10.9
w1j1p,11.6
w1j1s,12.2
w1j1u,13.8
w1j20,12.600000000000001
w1j21,0.6
w1j22,14.0
w1j23,0.9
w1j24,0.9
w1j25,10.9
w1j26,13.4
w1j27,10.4
w1j29,12.2
w1j2b,10.6
w1j2j,12.3
w1j2k,12.1
w1j2n,10.2
w1j2x,10.7
w1j2y,13.1
w1j38,14.1
w1j39,12.4
w1j3d,11.65
w1j3m,13.2
w1j3q,13.0
w1j3s,10.6
w1j40,12.0
w1j41,12.4
w1j48,10.7
w1j49,10.2
w1j4b,13.8
w1j4f,13.8
w1j4p,10.8
w1j4q,10.7
w1j4v,9.7
w1j4x,13.7
w1j4y,10.5
w1j55,10.9
w1j56,10.7
w1j5d,12.0
w1j5v,12.3
w1j5x,10.7
w1j5y,9.8
w1j64,10.6
w1j6d,10.8
w1j6e,13.0
w1j6j,13.5
w1j6r,9.7
w1j6s,12.0
w1j6t,10.8
w1j6w,10.7
w1j74,10.149999999999999
w1j78,9.6
w1j79,12.8
w1j7e,12.2
w1j7r,10.8
w1j7w,11.2
w1j7x,12.2
w1j7y,10.350000000000001
